user_id,start_trial_date,city,device,source,favourite_genre,avg_min_watch_daily,number_of_days_logged,churn
90058762-350d-49f8-a126-35a309824e47,2024-02-01,Moscow,web,organic,comedy,3.61437293215269,4,1
771912b0-4b1e-4631-8a90-5e3e244b50bc,2024-02-01,Samara,android,performance,comedy,0.5946974097073816,3,1
843314f8-33d9-4617-8151-cfde27065dc8,2024-02-01,Krasnodar,web,seo,,21.57295224351956,1,0
87d4dc68-13b6-40d8-955f-ab536c3d4bc4,2024-02-01,Moscow,web,organic,criminal,11.604157667907264,1,0
f9293ec2-3cf3-4376-9414-df5122575b85,2024-02-01,Moscow,web,seo,,3.008289418340257,2,1
008eda29-1ae1-49f1-9fe1-991ab8424972,2024-02-01,St Petersburg,web,performance,comedy,5.363974350222533,3,1
bde12af2-1935-477b-89cc-7f188e600d1f,2024-02-01,Samara,web,performance,action,2.4315063302073274,3,1
bf5142c2-d15c-42ad-a692-c7c360054920,2024-02-01,Ufa,web,performance,drama,7.1772022258979655,1,0
30f7500c-e4f3-4f0c-9d08-f34a202910e0,2024-02-01,Novosibirsk,ios,performance,thriller,6.909793905465176,2,1
47882497-2c3c-4329-97f0-b73a4b654ab1,2024-02-01,Moscow,ios,performance,,3.486447750872004,1,1
0e803c99-a3e1-49b1-a0ed-775e8ee8d5a6,2024-02-01,Other,smarttv,performance,,1.0225531508662087,1,1
d22480a9-b5c1-4ad5-87b1-42357a0920c3,2024-02-01,Moscow,web,organic,thriller,5.6070526841515616,4,1
c5c6c16b-2e50-4b24-ba85-222fae4f5843,2024-02-01,Moscow,web,performance,drama,3.5322947729030965,3,1
ad336f21-f50c-4587-8476-84af0de977ac,2024-02-01,St Petersburg,smarttv,performance,comedy,6.1485648667194415,1,1
820dadc6-eaa2-43d2-a7a7-dafcd28ccb05,2024-02-01,St Petersburg,android,performance,drama,5.248485346695475,1,1
67e1542f-a761-45af-91d2-b45b99cd1bb8,2024-02-01,Moscow,web,performance,action,5.301529440292267,7,1
70ed4fed-a71d-4f51-b028-bdc894618472,2024-02-01,Yekaterinburg,smarttv,performance,,1.717371980956857,2,1
73979e3b-1acf-45d2-b920-d9eb54f73e77,2024-02-01,Moscow,web,seo,drama,2.436274390915961,2,1
8f77c847-7635-429a-8db9-07a2389623da,2024-02-01,Voronezh,web,performance,thriller,24.072935776936134,1,0
5e54cb80-fb36-481e-94ed-bcf4f9859de0,2024-02-01,Novosibirsk,web,performance,,7.173104347368178,2,1
ada2f81a-09a0-4ac5-adf5-379ff856741b,2024-02-01,Ufa,web,performance,criminal,9.532675984286357,2,1
d3a1d49f-49d8-40ed-994c-d1282713afcc,2024-02-01,Ufa,web,seo,thriller,10.070762634446792,1,1
a3060e35-9463-4ef2-b459-b2cdd3a7218f,2024-02-01,Yekaterinburg,smarttv,organic,comedy,2.8769890949444537,1,1
da3cf01e-b843-4db7-9c5e-7f1275f954d5,2024-02-01,St Petersburg,ios,performance,thriller,3.909334404819698,6,1
7d3e1c58-5d79-4526-90a9-714a23acbf1d,2024-02-01,Samara,android,seo,comedy,0.32921451236318133,2,1
87f48742-ac8d-4801-adb6-89371963b274,2024-02-01,Moscow,web,seo,,2.6467777297061765,1,1
71d91b70-fc69-451b-b1b2-67af936fbd80,2024-02-01,Moscow,web,organic,drama,9.777200089314894,1,0
38981caf-4930-4f1d-b4eb-488d2d091daf,2024-02-01,Moscow,web,seo,comedy,4.928417779875073,1,1
22f22f1f-159f-4e21-9f94-389a70cd88a8,2024-02-01,St Petersburg,web,performance,drama,6.886065015227333,1,1
4a9045e5-8dd7-467b-9cd0-754c551ea230,2024-02-01,Moscow,web,performance,comedy,4.668774425050271,2,1
1c40506f-39f9-4baa-85f6-40f158f1823d,2024-02-01,Moscow,android,performance,thriller,7.62148630141464,1,1
8d6e0c6c-3d07-405b-a343-9f2422906bf8,2024-02-01,Moscow,web,performance,drama,9.686035420155086,1,0
f70e365c-8aea-4fb3-b78d-4df65afbdddc,2024-02-01,Moscow,android,performance,thriller,7.925747053306631,1,0
ed627ca9-65ab-4ba1-b28c-d1ef5262c6d5,2024-02-01,Moscow,android,performance,drama,2.403306661488967,1,1
6b0afaf2-4859-456a-b777-beb2faec112f,2024-02-01,Krasnodar,web,performance,drama,4.2175030522943455,5,1
c5ec787e-e8f9-420f-8a1d-a6dda71752af,2024-02-01,Novosibirsk,web,organic,thriller,29.087173060234527,1,0
00897ee6-48e0-481a-b78e-f2c7cc259a94,2024-02-01,Krasnodar,android,performance,action,27.740355314340917,3,0
68fe3443-a044-40b8-bcf5-1d909792975c,2024-02-01,St Petersburg,web,performance,criminal,4.8887831749791015,1,1
3adaad4e-c614-4e69-8477-721639fbe4f5,2024-02-01,Voronezh,web,seo,,4.584514773150522,1,0
a43280b7-d3cc-46be-9afe-21f5322ca19c,2024-02-01,Moscow,web,seo,criminal,16.219330142273492,3,1
18c91367-ec4b-454c-b0cc-51fac30c474d,2024-02-01,Moscow,web,performance,thriller,2.2158658237900846,2,1
d3ed542b-285c-4608-b723-b16fa2b8ece6,2024-02-01,Krasnodar,web,performance,,4.1857606423367,1,1
47194136-8376-4661-9457-5a7418b5c294,2024-02-01,Ufa,web,organic,comedy,4.706127058439323,2,0
47d9a957-0056-424b-85f4-f24f0cb41f3b,2024-02-01,Moscow,web,seo,criminal,12.314395347541709,1,0
73246199-a862-42b8-aa9c-d8b95d41ca70,2024-02-01,,web,organic,criminal,4.869458333951886,3,1
da4c63fd-4394-4110-af36-e20ebfb52130,2024-02-01,St Petersburg,smarttv,organic,drama,0.9074169598527291,2,1
d9e61308-3498-4bfc-80d8-c8b62ec943a5,2024-02-01,Voronezh,web,seo,,2.1218028759288474,1,1
b5fa56df-f639-44fb-a94a-0d7e64111ffd,2024-02-01,Moscow,smarttv,performance,drama,5.177192053553859,2,1
1712fc5a-46b2-49f0-a41e-66b5bc8bf5b0,2024-02-01,Moscow,android,organic,,11.063786163391114,1,1
94bdb09a-d51c-4944-bfa8-419e8f6ece27,2024-02-01,Ufa,ios,performance,action,3.6585052465102783,2,0
a35d70a2-0be8-4ae5-950d-f06e7e5aeb2d,2024-02-01,Samara,smarttv,seo,thriller,3.9328471390935653,1,0
b3c4b2cb-53eb-4b8a-8aed-66659f281b6d,2024-02-01,Novosibirsk,web,organic,thriller,3.0027073563012046,3,1
776a6333-c362-4b3d-9c4e-3a8bac6a592f,2024-02-01,Samara,web,performance,,13.691551322110964,1,0
e7d2dd96-c0e8-4a3b-9f27-ff2f749745b3,2024-02-01,Moscow,smarttv,performance,,21.834032239474602,3,0
ae916148-7984-4f6f-bcbe-4f587586daf7,2024-02-01,Samara,android,organic,action,24.12941727549451,1,1
3c5f5c0c-76ab-49d6-a450-8deaec542641,2024-02-01,Moscow,web,organic,criminal,4.391113347240235,2,1
cf3d8a4d-d7cd-4322-873b-db5ea1dbf160,2024-02-01,Moscow,web,organic,thriller,0.2961863072687653,1,1
13d48240-b5b0-407b-bc23-19c1f0fbd0a6,2024-02-01,Other,ios,performance,,4.960136489224454,1,1
3361e305-3146-483b-baa2-819ec5c730af,2024-02-01,Yekaterinburg,web,performance,drama,4.761952561558068,2,1
7e83dd20-f29f-4f0f-8dd1-1d790ad0af4f,2024-02-01,Other,ios,performance,drama,14.647972538601929,1,0
fb45ccf8-d727-4837-bc3f-6d33fcef676d,2024-02-01,Moscow,smarttv,seo,comedy,8.451387395415072,1,1
206295d8-d4aa-426a-b518-81057ccec478,2024-02-01,Other,android,performance,action,12.838506673138326,1,1
97ac207f-d3a1-4dfc-aee3-e251d65c9592,2024-02-01,Moscow,ios,performance,,26.07783250802823,7,0
b194414f-0e3c-42e4-a163-b2405d3c2e80,2024-02-01,St Petersburg,ios,organic,action,2.8416713001188554,1,1
ca513434-6e2c-4547-a39d-8d7667260aca,2024-02-01,Novosibirsk,ios,organic,thriller,31.269923051129645,1,0
f5eb23b6-9a5b-4df6-95b5-a05848231b17,2024-02-01,Yekaterinburg,web,seo,thriller,10.842955132317027,1,1
7c5f6f5e-65d0-421d-aace-dc0088f0e11f,2024-02-01,Yekaterinburg,android,performance,,10.144692075501052,1,1
4d39a114-94e7-4854-a6e9-48fd3c1cbdb7,2024-02-01,Moscow,web,organic,drama,4.623894560584513,1,1
67fe575b-e1c8-49c8-b6e1-a38100219671,2024-02-01,Novosibirsk,web,performance,,2.9408356106173583,1,1
028824ed-aafc-427c-814c-5af9c9a72726,2024-02-01,Moscow,smarttv,seo,drama,1.0618984245158538,1,1
af5162e6-971a-47c5-a352-54677a78a387,2024-02-01,Other,ios,performance,action,0.6907629128194177,3,1
f97c082e-d1f3-48a6-aa04-dab4b7e7065e,2024-02-01,St Petersburg,web,organic,criminal,1.436726046984453,1,1
e3d76403-9213-4483-bd4e-e54442a6b380,2024-02-01,Yekaterinburg,android,performance,comedy,8.969879194989556,1,0
fdf394e7-8510-472f-831b-cfe3e1313604,2024-02-01,Moscow,web,performance,,13.800981619426457,1,0
7adfccab-786f-4be4-8ab4-fa04c09532f6,2024-02-01,Novosibirsk,web,performance,action,5.712714905135121,1,1
dacb21c6-7f77-4de2-b55b-4666faee613b,2024-02-01,Yekaterinburg,web,performance,criminal,2.6093399393794163,1,1
31f85941-033a-4eca-b55d-78ff03a7fefc,2024-02-01,Samara,web,organic,comedy,16.19354236947838,3,1
6f6d3a02-e690-4fb9-95bb-ab5b4e30ddf5,2024-02-01,Moscow,web,performance,action,11.883317150457554,3,0
a2852a91-fd9e-4adc-aeef-fbb2f4b844d0,2024-02-01,Moscow,web,performance,criminal,5.020431243890165,1,1
81631c26-25b9-4623-a632-dfcea4465cff,2024-02-01,Moscow,android,seo,comedy,14.397604688175118,1,1
74130b5a-f326-4fd3-baae-59a3b27d182d,2024-02-01,Ufa,android,organic,drama,18.53257506251992,6,0
afbf9891-10b5-4d16-9399-eb5713f75f5c,2024-02-01,St Petersburg,web,performance,drama,4.7510646889554,1,1
569c6f62-60be-4979-8f46-c86688e10394,2024-02-01,Novosibirsk,web,performance,thriller,0.6071437555336078,2,1
88b5253d-3e6a-402b-bfa3-1e9db08063ad,2024-02-01,Ufa,ios,performance,criminal,0.9332902905849785,1,1
3a6f2e6e-db16-4014-8d92-d7ebec36734e,2024-02-01,Novosibirsk,web,performance,action,6.138012274408474,1,1
067121d4-579b-4026-bb01-30e016fb8346,2024-02-01,Krasnodar,web,seo,,6.888419030078074,1,0
48b6d16d-18a8-498d-b930-10bdc2053998,2024-02-01,Novosibirsk,web,performance,,6.3044036524634075,3,0
8842e3ba-ce7e-40ac-8d04-d71d85eabea6,2024-02-01,Moscow,web,performance,,11.524816962244454,3,1
bf33fb07-2d1a-4120-875a-152305b0d80f,2024-02-01,St Petersburg,android,performance,comedy,0.060008798629231766,6,1
98a43053-7f73-4a6b-9c74-afbb1774415b,2024-02-01,St Petersburg,ios,performance,action,2.3725489722202493,2,0
e0cb1283-ed61-4604-a576-83d2f5d053ea,2024-02-01,Yekaterinburg,web,performance,comedy,13.824745221331131,1,1
a23a6228-4cc8-43e1-b201-67be3172621d,2024-02-01,Moscow,smarttv,organic,,2.714306238712509,2,1
0da7b63a-8b24-47c2-9bc6-1ee415374a52,2024-02-01,Ufa,android,performance,thriller,4.98359658472221,6,0
2cdff47b-15d3-4b01-9c9a-0df32b8ded43,2024-02-01,Yekaterinburg,ios,performance,,3.772961954462877,1,1
cf149ce6-926b-4812-be9e-3a82698a14da,2024-02-01,Ufa,web,organic,drama,10.25985613283431,2,0
bd7b39f5-145b-4280-93c0-9fc179856ae1,2024-02-01,Moscow,android,performance,,0.7157789788243079,2,1
90c88a01-3e62-42b7-9c5f-c9ac09c1c565,2024-02-01,Novosibirsk,web,organic,drama,1.3747984708817143,1,1
745d7dc8-27a5-40bc-8fe8-ded49ff6cc7e,2024-02-01,Moscow,web,performance,comedy,10.750011953299772,1,0
5f14e3f3-a250-4c6d-95a3-f5dcf53248cd,2024-02-01,Samara,smarttv,organic,comedy,3.673638494954628,1,1
aaa62013-f9c7-48e8-9944-58e9706da0ca,2024-02-01,Moscow,smarttv,performance,thriller,8.639309908536852,1,1
fc25ebca-14a1-43ba-b2c3-45e78ae40d0d,2024-02-01,St Petersburg,web,performance,,3.929493005022581,3,1
5b050ab7-53d4-4bca-bb3e-65ac74e86f06,2024-02-01,Moscow,ios,seo,criminal,2.485413170327569,2,1
24b26ce3-ac2f-4edf-844f-4029a7eca71d,2024-02-01,Voronezh,smarttv,organic,,4.399078557801254,1,1
4c589fa0-5e2a-4b11-9a56-80eeff97d231,2024-02-01,Ufa,smarttv,seo,,1.1831753118735262,2,1
89393f24-4576-4ea2-81c9-a746c5752f6c,2024-02-01,Other,android,performance,,9.664516841406583,1,1
1e74d401-5935-4edc-a5fc-6150d7c1e1a0,2024-02-01,Moscow,ios,performance,drama,6.022459668301958,1,1
2c5baad7-de48-47ba-81b0-907c9dbc6e3f,2024-02-01,Moscow,web,organic,,1.9221258993832115,1,1
e58fb8bb-edde-42ed-a240-7a77f5a131e3,2024-02-01,Moscow,web,performance,thriller,7.359501345337952,1,1
e4077155-49ac-4239-b41e-9052d8a07f6c,2024-02-01,St Petersburg,web,performance,drama,16.224606306720943,1,1
f9784fc5-a195-4dae-b82e-cfa8f068b6f5,2024-02-01,Novosibirsk,ios,performance,drama,3.9816279316966234,2,1
f28a2eef-8fe1-4456-b6b2-1a66d1c96c4e,2024-02-01,St Petersburg,ios,performance,,15.359580382690234,1,0
9755b48d-17ac-4cce-b014-b5cc589b9530,2024-02-01,St Petersburg,web,organic,criminal,2.5037262542974963,2,1
4169e221-88a4-44ed-9ada-7aa0ba3c8efd,2024-02-01,Moscow,web,performance,action,10.862051637872526,1,0
27a8aa8e-4cf8-42ef-9212-8dcb09bb62dd,2024-02-01,St Petersburg,android,performance,action,9.043867955350526,2,1
0925db76-3bce-465b-915d-7f600d84dcc3,2024-02-01,Moscow,web,organic,,13.479150360895233,6,0
9d462ed4-5268-4d5c-a279-c3edf96edeb9,2024-02-01,Moscow,web,organic,action,6.848557079022491,2,1
a1347415-b5b2-4048-9acb-ab64319d120c,2024-02-01,Yekaterinburg,web,organic,action,26.309607062530258,1,1
4eee6cfb-8e82-42de-9820-b9b081c68442,2024-02-01,Moscow,web,performance,drama,1.4261731431793798,1,1
20a26cfb-9d13-4421-9700-f1b9b4b77ea9,2024-02-01,Moscow,web,performance,,8.703906276047736,2,0
c90fdaed-28ef-4cd5-9f9e-4eea691e2984,2024-02-01,Novosibirsk,web,performance,comedy,5.419832535167735,1,1
187da7bb-ae91-4450-bec8-3fd669b5f81b,2024-02-01,Moscow,web,performance,drama,2.1558688071828866,1,1
10862e00-a967-4c29-8154-afe7afafae69,2024-02-01,Voronezh,web,seo,comedy,14.428860041187663,1,0
cd2efe71-1687-4551-b269-a8da61b0592f,2024-02-01,Moscow,smarttv,seo,comedy,0.46795899396304586,1,1
f138f5f8-dabb-46e7-8eb9-e6bd62e5c654,2024-02-01,St Petersburg,android,seo,criminal,6.363601462832065,1,1
36544eca-a4fc-455e-aff2-11ec7eb4b8a9,2024-02-01,Moscow,android,performance,drama,10.100906279258561,2,1
2860ca40-51dc-4e20-9bac-05112833e2a1,2024-02-01,Other,web,performance,,3.8328752257866694,1,1
7935a460-8a96-44e1-8160-ecb3c008528b,2024-02-01,St Petersburg,web,seo,comedy,5.054536195435307,5,1
c488351f-21d5-44ee-a8da-59e8489959c5,2024-02-01,Novosibirsk,web,seo,thriller,1.4622534320270528,1,1
4d5fd023-f8e6-49d4-818c-5c8ee94f3629,2024-02-01,Yekaterinburg,smarttv,performance,thriller,2.881226851350811,1,1
0806f7a2-f905-4114-ab85-7dd3b41d4c45,2024-02-01,Ufa,web,seo,drama,0.26118307261935114,3,1
40729c37-b2b5-4c52-a362-8278179de50d,2024-02-01,Other,android,organic,criminal,7.170102249106408,1,1
b976cfe2-5b4e-46ac-8b3c-80ca5aaae165,2024-02-01,Other,web,performance,drama,12.542223191155625,1,1
9fae5ba8-f0e0-47a4-a2a9-5c73e64b73a7,2024-02-01,Other,web,organic,action,3.080576584068848,1,1
f0a74736-72db-445c-a3a7-e258568fe1af,2024-02-01,Moscow,web,performance,comedy,9.07699489211582,3,0
75a4a521-22ae-494e-a065-47ccfea1799a,2024-02-01,Novosibirsk,web,seo,drama,0.08943925402205267,7,1
827ce0ab-afdc-4938-abe5-6063915e78a4,2024-02-01,St Petersburg,web,organic,criminal,18.915661181300834,1,1
93d30b35-606b-478c-9eeb-2cd69b57dedf,2024-02-01,Other,web,performance,thriller,2.736361486303403,1,1
f06b12a5-7a75-4dff-8c7a-a755e9eadbca,2024-02-01,Yekaterinburg,web,organic,,14.340549730446899,1,1
3e4930fe-5a6f-41fc-abd0-1526e2db2cae,2024-02-01,Ufa,smarttv,organic,criminal,13.79884111546002,1,0
304ce834-f0b3-435d-a1d8-a0d74bda70f5,2024-02-01,St Petersburg,android,seo,,2.786644845744765,5,1
b20adee7-3fc5-4e47-a84f-8474638ccb4b,2024-02-01,Yekaterinburg,smarttv,seo,,8.20315003917299,1,0
d5e6e08c-2815-496a-9211-39831d5edb60,2024-02-01,Moscow,smarttv,performance,thriller,17.251430094836447,1,1
a462c6bd-6999-46cb-a22a-335d58368d6e,2024-02-01,Krasnodar,ios,seo,thriller,5.519184260679509,1,0
7da3ff20-a8d2-43c5-b2f5-071253a6ebb1,2024-02-01,Other,ios,organic,drama,1.7623595284264926,2,1
81f6a1b0-f0c7-4960-8ee4-25206f717cf2,2024-02-01,Moscow,ios,organic,thriller,0.6602936379693617,1,1
8e530996-23f0-45f5-be78-0dd0d3c21329,2024-02-01,Krasnodar,web,seo,drama,10.485246351173807,1,1
627a42ae-2600-4988-b223-0c30e2707c03,2024-02-01,St Petersburg,smarttv,organic,thriller,9.475371842999321,1,0
d4aba0a2-ce0d-482f-aab4-4772da27e35f,2024-02-01,Moscow,web,performance,thriller,7.991186184112637,1,0
5eefd5fc-a846-4c0e-9729-39040cd57c40,2024-02-01,Voronezh,web,organic,,2.094740476186044,1,1
a9f6558f-2621-4184-b06f-e0b00852f3ea,2024-02-01,Ufa,web,organic,criminal,6.521673998709559,3,1
dcd343c4-a468-4c64-abe2-dfe81d56270d,2024-02-01,Ufa,android,performance,action,8.968094945536336,1,0
b12e04fc-9d00-4345-a7f4-5321eb7695a3,2024-02-01,Moscow,web,organic,drama,3.9427441707621096,1,1
12edc016-7186-4ebd-abc2-fe2df56c5629,2024-02-01,Moscow,web,performance,thriller,1.083474940635021,1,1
7551eff2-ec2e-4d02-8eea-633a3ca95294,2024-02-01,St Petersburg,ios,performance,drama,8.052534525844717,1,1
95ceccd5-66af-4574-b8e2-3d7981ae6b84,2024-02-01,Samara,ios,seo,drama,2.3960771313092217,1,1
9228140c-d8a7-4210-96b5-981ad1630bdb,2024-02-01,Voronezh,smarttv,performance,drama,6.3677365642597215,1,1
f7091522-7512-4033-9eb4-dbc90f61be43,2024-02-01,St Petersburg,web,performance,,5.328279443697831,3,0
f82ab334-0b95-459f-a6c2-fc677addb0ae,2024-02-01,Other,web,organic,,0.6480741869625755,1,1
cb0ee7be-d2b4-4335-ad01-1198dc3cb92b,2024-02-01,St Petersburg,android,seo,comedy,4.156632104649555,3,1
c1c8ee52-82c0-47bb-b4db-533d35f48773,2024-02-01,St Petersburg,web,organic,comedy,0.009990820614644406,1,1
32056a26-4739-4a07-a5d4-2c1e2ae3773f,2024-02-01,Samara,web,performance,,1.3083185433033169,1,1
421b84a3-b929-4052-badc-5041a5816abd,2024-02-01,Samara,android,performance,,10.754636312343457,3,0
e252fddd-3d13-4b2f-9eaf-de1ec02cf1c0,2024-02-01,Novosibirsk,smarttv,performance,,7.861313203961595,1,0
923364ab-ccff-4f23-8c50-4224e68f37a1,2024-02-01,St Petersburg,android,performance,action,1.6949479154227083,2,0
a1aab2b0-fe12-4e3e-afda-689b93ee3cbe,2024-02-01,Other,smarttv,performance,,9.779772768558377,5,1
c7849b6d-1373-4c9f-aff4-f7e27c8b6fb6,2024-02-01,Moscow,smarttv,performance,criminal,18.42753668256154,3,1
5b00fb84-1fba-49f2-a3f1-4000764132e3,2024-02-01,Moscow,web,organic,drama,29.36252887226079,1,0
b9516e83-4e67-487d-b795-ed31dcb517c1,2024-02-01,Other,smarttv,performance,drama,15.400416609744605,1,1
f4b04c0c-9ea2-4c7b-8628-91485dc9ca41,2024-02-01,Samara,web,seo,,21.253224380501287,1,0
7a3f7cb5-a3c5-4b04-a870-f10389f3586b,2024-02-01,Moscow,web,performance,comedy,43.64334708375798,2,0
f9a0061b-1c51-436a-be14-0a0eaf99a273,2024-02-01,Moscow,smarttv,performance,action,12.405611686475593,1,1
ade92161-a94e-4872-a999-182a3619be06,2024-02-01,,web,organic,drama,7.708576644839637,4,1
94a2895b-5870-4318-838f-2bf795ab6640,2024-02-01,Moscow,web,performance,thriller,18.542627682688586,1,0
e08a1dae-285e-4d38-ab9f-0da98da9614d,2024-02-01,Voronezh,smarttv,performance,,1.869959688108719,1,1
b03fae6a-51a4-4121-849d-7a37859f78ee,2024-02-01,Moscow,web,performance,comedy,3.1727690553297556,3,1
a08374fd-eefc-40b9-9014-78e22eb4de99,2024-02-01,,smarttv,seo,action,2.9977367754503508,2,1
0618735c-2935-428c-a0ed-20e07c6bed6f,2024-02-01,Yekaterinburg,smarttv,seo,drama,1.627411692427682,1,1
e42eb2d0-b374-4acd-a60f-77c2eff15963,2024-02-01,Moscow,web,organic,,5.415322147390252,1,1
0b62ee87-0cf0-44dc-af29-71360206814c,2024-02-01,Moscow,web,seo,criminal,13.50240974239925,1,1
ee8cde14-5bf2-49ad-86d5-901a2d7a4344,2024-02-01,St Petersburg,web,performance,,7.372811763389103,1,1
8796a525-860e-4c1d-b5d3-4c2f0bf98719,2024-02-01,Samara,smarttv,performance,thriller,5.410836180018326,1,1
fb88a7d6-55fa-49b4-a77d-17453b9b1595,2024-02-01,Moscow,web,performance,action,25.12297034563384,1,0
b6fdf290-e83b-4975-bb39-d3e7f0806ce1,2024-02-01,Other,web,performance,thriller,6.783498290163302,1,1
b6fe17cf-1473-4534-b0db-f8568adfbc41,2024-02-01,Moscow,web,performance,,13.65960497956289,2,1
ce5fa24c-ad18-4a90-909a-fea1aeb3600c,2024-02-01,Moscow,web,performance,action,13.174890114037737,1,0
05e99e07-73eb-4dc2-b45f-8643a61ed1f9,2024-02-01,Krasnodar,web,organic,,0.04129858234262408,4,1
04912305-d73c-40fc-8cc6-dd7129aafe93,2024-02-01,Moscow,web,organic,,2.1314554449855927,6,1
9f24e271-e164-47be-bd6b-4f73766ef118,2024-02-01,Samara,web,performance,thriller,3.263951335838416,1,1
85643bc1-293b-4593-b085-526c7030a6a3,2024-02-01,Moscow,web,seo,thriller,14.759982418647887,2,1
c1ab64cf-df1d-4bc9-97ab-b8b43ecb1e26,2024-02-01,Other,web,performance,,4.5674374653482595,1,0
